number,url,title,quadrant,type,age_days,created,labels
12977,https://github.com/dotnet/aspire/issues/12977,Azure Container App Environment with AsExisting() creates new infrastructure instead of using existing resources,Deployment,feature,149,2025-11-15,area-deployment
12970,https://github.com/dotnet/aspire/issues/12970,`dotnet watch` on apphost does not start azure functions project,Integrations,feature,149,2025-11-14,area-integrations
12967,https://github.com/dotnet/aspire/issues/12967,Add support for setting MSBuild Property,Uncategorized,feature,150,2025-11-14,needs-area-label
12958,https://github.com/dotnet/aspire/issues/12958,[Aspire.Hosting.Maui] Nest the device resources under the main app,Uncategorized,feature,151,2025-11-13,needs-area-label
12943,https://github.com/dotnet/aspire/issues/12943,[Aspire.Hosting.MAUI][Windows | Android] AddAndroidEmulator runs the windows version of a MAUI app,Integrations,feature,151,2025-11-12,area-integrations
12941,https://github.com/dotnet/aspire/issues/12941,[Aspire.Hosting.MAUI][Windows] Unable to start Windows app if WindowsPackageType is MSIX,Uncategorized,feature,151,2025-11-12,needs-area-label
12940,https://github.com/dotnet/aspire/issues/12940,Large project with Visual Studio 2026 crashes but works in VS 2022,Inner Loop,bug,152,2025-11-12,area-tooling
12938,https://github.com/dotnet/aspire/issues/12938,v13 - TargetFramework not respected in ProjectResource,Inner Loop,feature,152,2025-11-12,area-tooling
12934,https://github.com/dotnet/aspire/issues/12934,Add healthcheck to CosmosDB integration,Integrations,feature,152,2025-11-12,needs-area-label; azure-cosmosdb
12932,https://github.com/dotnet/aspire/issues/12932,"Aspire.Host.Docker - resource published as docker-compose service, although PublishAsDockerComposeService not applied.",Integrations,feature,152,2025-11-12,area-integrations; orleans
12929,https://github.com/dotnet/aspire/issues/12929,Crush when click on the Aspire dashboard MCP Server icon,Dashboard,feature,152,2025-11-12,area-dashboard
12914,https://github.com/dotnet/aspire/issues/12914,`--non-interactive` doesn't work on cli with `aspire update`,Inner Loop,bug,152,2025-11-12,area-cli
12899,https://github.com/dotnet/aspire/issues/12899,Github Copilot unavailable with Rider,Inner Loop,feature,153,2025-11-11,area-tooling
12898,https://github.com/dotnet/aspire/issues/12898,Add infrastructure to build and verify generated Docker images in tests,Infra,feature,153,2025-11-11,area-engineering-systems; testing ☑️; area-app-testing; docker-compose
12866,https://github.com/dotnet/aspire/issues/12866,The remote server returned an error: (503) Server Unavailable | https://json.schemastore.org/,Uncategorized,bug,154,2025-11-10,needs-area-label
12859,https://github.com/dotnet/aspire/issues/12859,Poll /metrics for otel metrics,Polyglot,feature,155,2025-11-09,needs-area-label
12857,https://github.com/dotnet/aspire/issues/12857,Adding multiple python apps in the same folder without a venv will try to create a venv multiple times,Integrations,feature,155,2025-11-09,area-integrations; python
12856,https://github.com/dotnet/aspire/issues/12856,.venv created even if there's no py file,Integrations,feature,155,2025-11-09,area-integrations; python
12852,https://github.com/dotnet/aspire/issues/12852,Include support OpenTelemetry automatic instrumentation with AddUvicornApp,Integrations,feature,155,2025-11-09,area-integrations
12851,https://github.com/dotnet/aspire/issues/12851,Project fails to launch if project does not exist instead of showing dashboard.,Dashboard,bug,155,2025-11-09,area-app-model
12834,https://github.com/dotnet/aspire/issues/12834,Add OTEL HTTP support for JS client apps,Polyglot,feature,156,2025-11-08,area-telemetry; javascript
12824,https://github.com/dotnet/aspire/issues/12824,Add OpenCLI support to Aspire CLI,Inner Loop,feature,157,2025-11-07,area-cli
12815,https://github.com/dotnet/aspire/issues/12815,Add an output flag to aspire init,Uncategorized,feature,157,2025-11-07,needs-area-label
12809,https://github.com/dotnet/aspire/issues/12809,"In dashboard's resource list, show ""starting"" until it starts, errors, or we give up",Dashboard,bug,157,2025-11-07,area-dashboard
12802,https://github.com/dotnet/aspire/issues/12802,"[AspireE2E] Use ""aspire run"" command to run the project, It doesn't let you to select specific project to run",Inner Loop,feature,157,2025-11-07,area-cli
12796,https://github.com/dotnet/aspire/issues/12796,Add support for poetry,Uncategorized,feature,157,2025-11-07,needs-area-label
12791,https://github.com/dotnet/aspire/issues/12791,"[AspireE2E] When running a project with '.dev.localhost TLD' checked for the first time, you will need to enter a token.",Inner Loop,feature,157,2025-11-07,area-tooling
12786,https://github.com/dotnet/aspire/issues/12786,Add feature flag to suppress An update is available for the Aspire CLI. Would you like to update it now?,Inner Loop,feature,157,2025-11-07,area-cli
12784,https://github.com/dotnet/aspire/issues/12784,Introduce `aspire do publish-dockerfiles` step,Infra,feature,157,2025-11-07,area-pipelines
12778,https://github.com/dotnet/aspire/issues/12778,`aspire run` for file-based AppHost doesn't rebuild project references,Inner Loop,feature,157,2025-11-06,area-cli
12774,https://github.com/dotnet/aspire/issues/12774,Provide the capability to pipe steps in the Aspire CLI,Uncategorized,feature,158,2025-11-06,needs-area-label
12764,https://github.com/dotnet/aspire/issues/12764,Aspire MCP server VS Code limitation More information link doesn't go anywhere,Inner Loop,feature,158,2025-11-06,needs-area-label
12763,https://github.com/dotnet/aspire/issues/12763,Aspire.Hosting.SqlServer v9.5.2 causes Permissions error on Apple Silicon device,Integrations,bug,158,2025-11-06,area-integrations
12757,https://github.com/dotnet/aspire/issues/12757,"AddAzureServiceBus(""test"").RunAsEmulator().AddServiceBusQueue(""testqueue"") does not create a queue",Integrations,feature,158,2025-11-06,needs-area-label
12751,https://github.com/dotnet/aspire/issues/12751,RabbitMQ container could not start because of multip calling of WithEndpoint method.,Integrations,feature,158,2025-11-06,needs-area-label
12750,https://github.com/dotnet/aspire/issues/12750,AzureAIFoundry RunAsFoundryLocal() stuck in 'Downloading' state even when model is already cached,Inner Loop,feature,158,2025-11-06,area-integrations; ai
12745,https://github.com/dotnet/aspire/issues/12745,"[AspireE2E] When creating an Aspire Python Starter App in VS Code and opening the apphost.cs file, some warnings appeared.",Inner Loop,feature,158,2025-11-06,area-app-model; external
12744,https://github.com/dotnet/aspire/issues/12744,Expose an `OnClientReady` method on resources for interacting with the service,Uncategorized,feature,158,2025-11-06,needs-area-label
12743,https://github.com/dotnet/aspire/issues/12743,"[AspireE2E] When the dashboard is minimized, you cannot scroll by left-clicking the scroll bar on the Settings page.",Dashboard,feature,158,2025-11-06,area-dashboard; needs-retriage
12737,https://github.com/dotnet/aspire/issues/12737,Extension debugging not working Ubuntu/Linux daily builds,Inner Loop,bug,158,2025-11-06,area-app-model
12730,https://github.com/dotnet/aspire/issues/12730,Failing test: Aspire.Dashboard.Components.Tests.Controls.ResourceDetailsTests.ClickMaskAllSwitch_NewResource_MaskChanged,Infra,bug,158,2025-11-06,area-dashboard; flaky-test; needs-retriage
12725,https://github.com/dotnet/aspire/issues/12725,Failing test: Aspire.RabbitMQ.Client.Tests.AspireRabbitMQLoggingTests.TestInfoAndWarn,Infra,bug,158,2025-11-05,area-engineering-systems; flaky-test
12719,https://github.com/dotnet/aspire/issues/12719,CLI update prompt during package update has weird interaction pattern,Inner Loop,feature,158,2025-11-05,area-cli
12672,https://github.com/dotnet/aspire/issues/12672,Avoid per-command CLI update check in commands,Inner Loop,feature,160,2025-11-04,area-cli
12664,https://github.com/dotnet/aspire/issues/12664,Need to make project name can be a domain name include dot,Uncategorized,feature,160,2025-11-04,needs-area-label
12660,https://github.com/dotnet/aspire/issues/12660,Regression project locator does not re-search for apphost when it does not find the file in .aspire/settings.json,Uncategorized,bug,160,2025-11-04,needs-area-label; ‼️regression-from-last-release
12645,https://github.com/dotnet/aspire/issues/12645,MongoDB: AddCollection on MongoDBDatabaseResource,Integrations,feature,160,2025-11-03,area-integrations
12625,https://github.com/dotnet/aspire/issues/12625,UvicornApp fails to reload with --reload flag present on Windows,Polyglot,bug,161,2025-11-03,area-orchestrator; python
12624,https://github.com/dotnet/aspire/issues/12624,Optimize node docker file,Polyglot,feature,161,2025-11-03,area-app-model
12599,https://github.com/dotnet/aspire/issues/12599,Change WithDockerfileFactory to take a mutable context instead of returning a string,Polyglot,feature,163,2025-11-01,area-app-model
12598,https://github.com/dotnet/aspire/issues/12598,Container image for JavaScript apps are huge,Polyglot,feature,163,2025-11-01,needs-area-label
12595,https://github.com/dotnet/aspire/issues/12595,Detect if containerd image store is used for multi-arch builds,Uncategorized,bug,163,2025-11-01,needs-area-label; ‼️regression-from-last-release
12586,https://github.com/dotnet/aspire/issues/12586,Please add AddDotNetAppResouce,Uncategorized,feature,163,2025-11-01,needs-area-label
12562,https://github.com/dotnet/aspire/issues/12562,Question: Kubernetes publish support does not build or push containers to registry,Deployment,feature,164,2025-10-31,needs-area-label; area-deployment
12519,https://github.com/dotnet/aspire/issues/12519,NullReferenceException when using AddAzureStorage with DefaultAzureCredential in Aspire.Hosting.Azure.Storage 9.5.2,Integrations,bug,165,2025-10-30,area-integrations
12512,https://github.com/dotnet/aspire/issues/12512,Failing test: Aspire.Hosting.Azure.Tests.AzureDeployerTests.DeployAsync_WithSingleRedisCache_CallsDeployingComputeResources,Infra,bug,165,2025-10-30,azure; area-deployment; failing-test
12511,https://github.com/dotnet/aspire/issues/12511,App service Hostname should use DNS suffix generated by DNL,Deployment,bug,165,2025-10-30,area-deployment
12505,https://github.com/dotnet/aspire/issues/12505,Failing test: Aspire.Hosting.Tests.WithUrlsTests.MultipleUrlsForSingleEndpointAreIncludedInUrlSnapshot,Infra,bug,165,2025-10-29,area-app-model; flaky-test; needs-retriage
12498,https://github.com/dotnet/aspire/issues/12498,Split build-{resource} tag from build-{resource}-container in aspire deploy,Deployment,feature,166,2025-10-29,refactoring; area-deployment
12496,https://github.com/dotnet/aspire/issues/12496,"Add a ""deploy all compute"" meta step to aspire deploy",Deployment,feature,166,2025-10-29,area-deployment
12493,https://github.com/dotnet/aspire/issues/12493,AddBlobContainer creates a default blob service,Uncategorized,feature,166,2025-10-29,needs-area-label
12470,https://github.com/dotnet/aspire/issues/12470,ProjectResource does not support ContainerImageTag MSBuild property,Deployment,feature,166,2025-10-29,area-deployment
12469,https://github.com/dotnet/aspire/issues/12469,Docker compose build secrets support.,Deployment,feature,166,2025-10-29,area-deployment
12448,https://github.com/dotnet/aspire/issues/12448,Aspire.dev - Add Copy Page As Markdown,Inner Loop,feature,167,2025-10-28,area-aspire.dev
12433,https://github.com/dotnet/aspire/issues/12433,Failing test: Aspire.Hosting.Tests.WithUrlsTests.ExpectedNumberOfUrlsForReplicatedResource,Infra,bug,167,2025-10-28,area-engineering-systems; flaky-test
12428,https://github.com/dotnet/aspire/issues/12428,"[WebToolsE2E][Aspire][GB18030] When creating a Razor Pages project with a Chinese name and checking Aspire, an error message appears: Resource name '项目' is invalid. Name must contain only ASCII letters, digits, and hyphens.",Polyglot,bug,167,2025-10-28,area-app-model
12425,https://github.com/dotnet/aspire/issues/12425,Aspire Run fails silently if a container uses parameter-less .WithHttpEndpoint(),Polyglot,bug,167,2025-10-28,area-app-model
12410,https://github.com/dotnet/aspire/issues/12410,AzureSearch Injection of SearchIndexerClient,Integrations,feature,168,2025-10-27,area-integrations
12407,https://github.com/dotnet/aspire/issues/12407,Failing test: Template tests randomly failing with ` The SDK 'Aspire.AppHost.Sdk/13.0.0-ci' specified could not be found.` not found.,Infra,bug,168,2025-10-27,area-templates; flaky-test
12406,https://github.com/dotnet/aspire/issues/12406,Failing test: Aspire.Hosting.NodeJs.Tests.AddViteAppTests.VerifyDefaultDockerfile on AzDO,Infra,bug,168,2025-10-27,area-engineering-systems; flaky-test
12400,https://github.com/dotnet/aspire/issues/12400,Api Endpoint for consuming Otel  data,Dashboard,feature,168,2025-10-27,area-dashboard
12394,https://github.com/dotnet/aspire/issues/12394,Enable Aspire MCP server on GitHub Coding Agent,Dashboard,feature,168,2025-10-26,area-dashboard; area-mcp
12389,https://github.com/dotnet/aspire/issues/12389,Failing test: Aspire.Azure.Npgsql.Tests.ConformanceTests.BothDataSourceAndConnectionCanBeResolved,Infra,bug,169,2025-10-26,needs-area-label; flaky-test
